Filename	taxid	subspecies	Species	Genus	Family
GCF_001985645.1_ASM198564v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000367405.1_ASM36740v1_genomic.fna.gz	1290428	NA	Rickettsia prowazekii	Rickettsia	Rickettsiaceae
GCF_000214845.1_ASM21484v1_genomic.fna.gz	762633	NA	Thermus thermophilus	Thermus	Thermaceae
GCF_000008005.1_ASM800v1_genomic.fna.gz	222523	NA	Bacillus cereus	Bacillus	Bacillaceae
GCF_002213685.1_ASM221368v1_genomic.fna.gz	1196177	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_003018755.1_ASM301875v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000009505.1_ASM950v1_genomic.fna.gz	550537	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000177615.2_ASM17761v2_genomic.fna.gz	656024	NA	Frankia symbiont of Datisca glomerata	Frankia	Frankiaceae
GCF_001695715.1_ASM169571v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_001443605.1_ASM144360v1_genomic.fna.gz	1307839	NA	Salinivirga cyanobacteriivorans	Salinivirga	Salinivirgaceae
GCF_003053755.1_ASM305375v1_genomic.fna.gz	550	NA	Enterobacter cloacae	Enterobacter	Enterobacteriaceae
GCF_001548395.1_ASM154839v1_genomic.fna.gz	1080068	NA	Leptolyngbya sp. O-77	Leptolyngbya	Leptolyngbyaceae
GCF_000231215.1_ASM23121v1_genomic.fna.gz	1091045	Cutibacterium acnes subsp. defendens	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae
GCF_001314995.1_ASM131499v1_genomic.fna.gz	28116	NA	Bacteroides ovatus	Bacteroides	Bacteroidaceae
GCF_900187045.1_51485_B01_genomic.fna.gz	1863	NA	Dermatophilus congolensis	Dermatophilus	Dermatophilaceae
GCF_003052765.1_ASM305276v1_genomic.fna.gz	62322	NA	Shewanella baltica	Shewanella	Shewanellaceae
GCF_003071445.1_ASM307144v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_002078955.1_ASM207895v1_genomic.fna.gz	1359	NA	Lactococcus lactis	Lactococcus	Streptococcaceae
GCF_000277325.1_ASM27732v1_genomic.fna.gz	1168290	Bifidobacterium animalis subsp. lactis	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae
GCF_000146875.3_ASM14687v2_genomic.fna.gz	349520	NA	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae
GCF_000967345.1_ASM96734v1_genomic.fna.gz	1074919	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_003147545.1_ASM314754v1_genomic.fna.gz	1908	NA	Streptomyces globisporus	Streptomyces	Streptomycetaceae
GCF_000211295.1_ASM21129v1_genomic.fna.gz	936139	NA	Mycoplasma hyorhinis	Mycoplasma	Mycoplasmataceae
GCF_000285655.3_EC958.v1_genomic.fna.gz	941322	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002953015.1_ASM295301v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000816185.1_ASM81618v1_genomic.fna.gz	1031564	NA	Campylobacter insulaenigrae	Campylobacter	Campylobacteraceae
GCF_001191605.1_ASM119160v1_genomic.fna.gz	1408	NA	Bacillus pumilus	Bacillus	Bacillaceae
GCF_000233775.1_ASM23377v1_genomic.fna.gz	580340	NA	Thermovirga lienii	Thermovirga	Synergistaceae
GCF_000007645.1_ASM764v1_genomic.fna.gz	176280	NA	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae
GCF_000200595.1_ASM20059v1_genomic.fna.gz	936155	NA	Helicobacter felis	Helicobacter	Helicobacteraceae
GCF_000252975.1_ASM25297v1_genomic.fna.gz	881621	Listeria ivanovii subsp. ivanovii	Listeria ivanovii	Listeria	Listeriaceae
GCF_002759255.1_ASM275925v1_genomic.fna.gz	473423	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_001902515.1_ASM190251v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_003185005.1_ASM318500v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001969085.2_ASM196908v2_genomic.fna.gz	1719	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_000148915.1_ASM14891v1_genomic.fna.gz	794851	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_003019075.1_ASM301907v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001675145.1_ASM167514v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000226155.1_ASM22615v1_genomic.fna.gz	941193	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002865605.1_ASM286560v1_genomic.fna.gz	2065379	NA	Paracoccus sp. CBA4604	Paracoccus	Rhodobacteraceae
GCF_000283775.1_ASM28377v1_genomic.fna.gz	1105102	NA	Rickettsia rickettsii	Rickettsia	Rickettsiaceae
GCF_000248415.2_ASM24841v2_genomic.fna.gz	1001542	Francisella tularensis subsp. tularensis	Francisella tularensis	Francisella	Francisellaceae
GCF_000024265.1_ASM2426v1_genomic.fna.gz	479437	NA	Eggerthella lenta	Eggerthella	Eggerthellaceae
GCF_000738475.1_ASM73847v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000215065.1_ASM21506v1_genomic.fna.gz	547145	NA	Hydrogenobaculum sp. SHO	Hydrogenobaculum	Aquificaceae
GCF_001522635.2_ASM152263v2_genomic.fna.gz	1385592	NA	Burkholderia sp. BDU8	Burkholderia	Burkholderiaceae
GCF_001623565.1_ASM162356v1_genomic.fna.gz	1825069	NA	Streptococcus marmotae	Streptococcus	Streptococcaceae
GCF_002950495.1_ASM295049v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_001686525.1_ASM168652v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000012365.1_ASM1236v1_genomic.fna.gz	271848	NA	Burkholderia thailandensis	Burkholderia	Burkholderiaceae
GCF_000021565.1_ASM2156v1_genomic.fna.gz	123214	NA	Persephonella marina	Persephonella	Hydrogenothermaceae
GCF_000210155.1_ASM21015v1_genomic.fna.gz	663917	NA	Geobacter sulfurreducens	Geobacter	Geobacteraceae
GCF_002848425.1_ASM284842v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000319655.2_ASM31965v2_genomic.fna.gz	1233262	NA	Mycoplasma pneumoniae	Mycoplasma	Mycoplasmataceae
GCF_002844685.1_ASM284468v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002796585.1_ASM279658v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000253155.1_ASM25315v1_genomic.fna.gz	927666	NA	Streptococcus oralis	Streptococcus	Streptococcaceae
GCF_000982825.1_ASM98282v1_genomic.fna.gz	28141	NA	Cronobacter sakazakii	Cronobacter	Enterobacteriaceae
GCF_001420995.1_ASM142099v1_genomic.fna.gz	1096856	NA	Pseudonocardia sp. EC080619-01	Pseudonocardia	Pseudonocardiaceae
GCF_002222595.2_ASM222259v2_genomic.fna.gz	537007	NA	Blautia hansenii	Blautia	Lachnospiraceae
GCF_002111365.1_ASM211136v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_003010875.1_ASM301087v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002952735.1_ASM295273v1_genomic.fna.gz	69220	NA	Lelliottia nimipressuralis	Lelliottia	Enterobacteriaceae
GCF_000462955.1_ASM46295v1_genomic.fna.gz	1392476	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000092845.1_ASM9284v1_genomic.fna.gz	526224	NA	Brachyspira murdochii	Brachyspira	Brachyspiraceae
GCF_000688795.1_ASM68879v1_genomic.fna.gz	570416	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_001559035.2_ASM155903v2_genomic.fna.gz	774	NA	Bartonella bacilliformis	Bartonella	Bartonellaceae
GCF_001278905.1_ASM127890v1_genomic.fna.gz	244366	NA	Klebsiella variicola	Klebsiella	Enterobacteriaceae
GCF_000800725.1_ASM80072v2_genomic.fna.gz	1578828	NA	Edwardsiella sp. EA181011	Edwardsiella	Hafniaceae
GCF_000224435.1_ASM22443v1_genomic.fna.gz	707235	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000931565.1_ASM93156v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001885145.1_ASM188514v1_genomic.fna.gz	1346	NA	Streptococcus iniae	Streptococcus	Streptococcaceae
GCF_002237595.1_ASM223759v1_genomic.fna.gz	2021862	NA	Labrenzia sp. VG12	Labrenzia	Rhodobacteraceae
GCF_002952915.1_ASM295291v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000830005.1_ASM83000v1_genomic.fna.gz	362257	NA	Streptomyces vietnamensis	Streptomyces	Streptomycetaceae
GCF_003010655.1_ASM301065v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002761555.1_ASM276155v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_000018005.1_ASM1800v1_genomic.fna.gz	298653	NA	Frankia sp. EAN1pec	Frankia	Frankiaceae
GCF_002706745.1_ASM270674v1_genomic.fna.gz	936140	NA	Lactobacillus farciminis	Lactobacillus	Lactobacillaceae
GCF_001713375.1_ASM171337v1_genomic.fna.gz	1842537	NA	Hydrogenophaga sp. RAC07	Hydrogenophaga	Comamonadaceae
GCF_001543105.1_ASM154310v1_genomic.fna.gz	87541	NA	Aerococcus christensenii	Aerococcus	Aerococcaceae
GCF_002947505.1_ASM294750v1_genomic.fna.gz	571	NA	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae
GCF_000245495.1_ASM24549v1_genomic.fna.gz	1028799	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002128345.1_ASM212834v1_genomic.fna.gz	556269	NA	Oxalobacter formigenes	Oxalobacter	Oxalobacteraceae
GCF_000495505.1_ASM49550v1_genomic.fna.gz	1244528	Campylobacter fetus subsp. testudinum	Campylobacter fetus	Campylobacter	Campylobacteraceae
GCF_000511385.1_ASM51138v1_genomic.fna.gz	1423144	NA	Phaeobacter gallaeciensis	Phaeobacter	Rhodobacteraceae
GCF_000604065.3_ASM60406v3_genomic.fna.gz	93220	NA	Pandoraea pnomenusa	Pandoraea	Burkholderiaceae
GCF_000341655.1_ASM34165v1_genomic.fna.gz	1193807	NA	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae
GCF_001682195.1_ASM168219v1_genomic.fna.gz	1191459	NA	Flammeovirga sp. MY04	Flammeovirga	Flammeovirgaceae
GCF_003048375.1_ASM304837v1_genomic.fna.gz	199	NA	Campylobacter concisus	Campylobacter	Campylobacteraceae
GCF_002853715.1_ASM285371v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001183705.3_ASM118370v3_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000344765.1_ASM34476v1_genomic.fna.gz	1246365	NA	Streptococcus suis	Streptococcus	Streptococcaceae
GCF_001672455.2_ASM167245v2_genomic.fna.gz	278153	NA	Mesorhizobium sp. WSM1497	Mesorhizobium	Phyllobacteriaceae
GCF_003076475.1_ASM307647v1_genomic.fna.gz	1981981	NA	Flavobacterium sp. AJ004	Flavobacterium	Flavobacteriaceae
GCF_002180195.1_ASM218019v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002736145.1_ASM273614v1_genomic.fna.gz	74426	NA	Collinsella aerofaciens	Collinsella	Coriobacteriaceae
GCF_002355315.1_ASM235531v1_genomic.fna.gz	104087	NA	Pseudomonas frederiksbergensis	Pseudomonas	Pseudomonadaceae
GCF_000832565.1_ASM83256v1_genomic.fna.gz	1392	NA	Bacillus anthracis	Bacillus	Bacillaceae
GCF_002946535.1_ASM294653v1_genomic.fna.gz	1496	NA	Clostridioides difficile	Clostridioides	Peptostreptococcaceae
GCF_000017845.1_ASM1784v1_genomic.fna.gz	43989	NA	Cyanothece sp. ATCC 51142	Cyanothece	Cyanothecaceae
GCF_002162375.1_ASM216237v1_genomic.fna.gz	141451	NA	Oleiphilus messinensis	Oleiphilus	Oleiphilaceae
GCF_000011965.2_ASM1196v2_genomic.fna.gz	246200	NA	Ruegeria pomeroyi	Ruegeria	Rhodobacteraceae
GCF_000961195.1_ASM96119v1_genomic.fna.gz	611301	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_002865825.1_ASM286582v1_genomic.fna.gz	1491	NA	Clostridium botulinum	Clostridium	Clostridiaceae
GCF_000021945.1_ASM2194v1_genomic.fna.gz	326427	NA	Chloroflexus aggregans	Chloroflexus	Chloroflexaceae
GCF_001307585.1_ASM130758v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000221045.1_ASM22104v1_genomic.fna.gz	1005048	NA	Collimonas fungivorans	Collimonas	Oxalobacteraceae
GCF_002077155.1_ASM207715v1_genomic.fna.gz	1930764	NA	Sporosarcina sp. P33	Sporosarcina	Planococcaceae
GCF_002215195.1_ASM221519v1_genomic.fna.gz	382	NA	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae
GCF_000304215.1_ASM30421v1_genomic.fna.gz	1147128	NA	Bifidobacterium asteroides	Bifidobacterium	Bifidobacteriaceae
GCF_000026145.1_ASM2614v1_genomic.fna.gz	114615	NA	Bradyrhizobium sp. ORS 278	Bradyrhizobium	Bradyrhizobiaceae
GCF_000015745.1_ASM1574v1_genomic.fna.gz	420246	NA	Geobacillus thermodenitrificans	Geobacillus	Bacillaceae
GCF_001767355.1_ASM176735v1_genomic.fna.gz	674	NA	Vibrio mimicus	Vibrio	Vibrionaceae
GCF_001307295.1_ASM130729v1_genomic.fna.gz	33050	NA	Sphingopyxis macrogoltabida	Sphingopyxis	Sphingomonadaceae
GCF_000010045.1_ASM1004v1_genomic.fna.gz	138119	NA	Desulfitobacterium hafniense	Desulfitobacterium	Peptococcaceae
GCF_000023645.1_ASM2364v1_genomic.fna.gz	443144	NA	Geobacter sp. M21	Geobacter	Geobacteraceae
GCF_003020745.1_ASM302074v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_001442815.1_ASM144281v1_genomic.fna.gz	985762	NA	Staphylococcus agnetis	Staphylococcus	Staphylococcaceae
GCF_002850395.1_ASM285039v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001017575.1_ASM101757v1_genomic.fna.gz	201	NA	Campylobacter lari	Campylobacter	Campylobacteraceae
GCF_001854125.1_ASM185412v1_genomic.fna.gz	1874317	NA	Marinobacter salinus	Marinobacter	Alteromonadaceae
GCF_002192395.1_ASM219239v1_genomic.fna.gz	550	NA	Enterobacter cloacae	Enterobacter	Enterobacteriaceae
GCF_000787195.2_ASM78719v2_genomic.fna.gz	487	NA	Neisseria meningitidis	Neisseria	Neisseriaceae
GCF_000974465.1_ASM97446v1_genomic.fna.gz	83333	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_003019945.1_ASM301994v1_genomic.fna.gz	60552	NA	Burkholderia vietnamiensis	Burkholderia	Burkholderiaceae
GCF_002105675.1_ASM210567v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000833575.1_ASM83357v1_genomic.fna.gz	161899	NA	Corynebacterium singulare	Corynebacterium	Corynebacteriaceae
GCF_001188695.1_ASM118869v1_genomic.fna.gz	1345703	NA	Yersinia pestis	Yersinia	Yersiniaceae
GCF_000376645.1_ASM37664v1_genomic.fna.gz	1316932	NA	Mannheimia haemolytica	Mannheimia	Pasteurellaceae
GCF_001558935.2_ASM155893v2_genomic.fna.gz	35703	NA	Citrobacter amalonaticus	Citrobacter	Enterobacteriaceae
GCF_001985865.1_ASM198586v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000597865.1_ASM59786v1_genomic.fna.gz	1286171	NA	Peptoclostridium acidaminophilum	Peptoclostridium	Peptostreptococcaceae
GCF_002346125.1_ASM234612v1_genomic.fna.gz	13373	NA	Burkholderia mallei	Burkholderia	Burkholderiaceae
GCF_900234405.1_MFPB19A15_assembly_v1_genomic.fna.gz	1599	NA	Lactobacillus sakei	Lactobacillus	Lactobacillaceae
GCF_000213955.1_ASM21395v1_genomic.fna.gz	1009464	NA	Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae
GCF_000225955.1_ASM22595v1_genomic.fna.gz	1036743	NA	Rhodospirillum rubrum	Rhodospirillum	Rhodospirillaceae
GCF_002968395.1_ASM296839v1_genomic.fna.gz	2100422	NA	Idiomarina sp. OT37-5b	Idiomarina	Idiomarinaceae
GCF_001278035.1_ASM127803v1_genomic.fna.gz	292913	NA	Sphingopyxis sp. 113P3	Sphingopyxis	Sphingomonadaceae
GCF_000233915.3_ASM23391v4_genomic.fna.gz	1045855	NA	Pseudoxanthomonas spadix	Pseudoxanthomonas	Xanthomonadaceae
GCF_900119915.1_PRJEB16351_genomic.fna.gz	1805478	NA	Olsenella sp. Marseille-P2300	Olsenella	Atopobiaceae
GCF_000236215.2_ASM23621v4_genomic.fna.gz	1055524	NA	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae
GCF_900183975.1_PD885.1_genomic.fna.gz	48664	NA	Xanthomonas fragariae	Xanthomonas	Xanthomonadaceae
GCF_001988415.1_ASM198841v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002759295.1_ASM275929v1_genomic.fna.gz	473423	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_002887335.1_ASM288733v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002393225.1_ASM239322v1_genomic.fna.gz	1648923	NA	Bacillus paralicheniformis	Bacillus	Bacillaceae
GCF_000969765.1_ASM96976v1_genomic.fna.gz	1267001	NA	Mycoplasma synoviae	Mycoplasma	Mycoplasmataceae
GCF_001188875.1_ASM118887v1_genomic.fna.gz	1295	NA	Staphylococcus schleiferi	Staphylococcus	Staphylococcaceae
GCF_001007085.1_Wien3_genomic.fna.gz	83558	NA	Chlamydia pneumoniae	Chlamydia	Chlamydiaceae
GCF_001577465.1_ASM157746v1_genomic.fna.gz	1795874	NA	Burkholderia sp. PAMC 28687	Burkholderia	Burkholderiaceae
GCF_000438605.1_ASM43860v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_003071485.1_ASM307148v1_genomic.fna.gz	1454613	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002078995.1_ASM207899v1_genomic.fna.gz	1360	NA	Lactococcus lactis	Lactococcus	Streptococcaceae
GCF_000826965.2_ASM82696v2_genomic.fna.gz	93218	NA	Pandoraea apista	Pandoraea	Burkholderiaceae
GCF_000732945.1_ASM73294v1_genomic.fna.gz	191610	NA	Corynebacterium atypicum	Corynebacterium	Corynebacteriaceae
GCF_002007505.1_ASM200750v1_genomic.fna.gz	1686310	NA	Bartonella apis	Bartonella	Bartonellaceae
GCF_002447475.1_ASM244747v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001548355.1_ASM154835v1_genomic.fna.gz	571	NA	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae
GCF_002076895.1_ASM207689v1_genomic.fna.gz	1967665	NA	Colwellia beringensis	Colwellia	Colwelliaceae
GCF_001985685.1_ASM198568v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001900675.1_ASM190067v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001753125.1_ASM175312v1_genomic.fna.gz	446	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000328545.1_ASM32854v1_genomic.fna.gz	698948	NA	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis
GCF_001986515.1_ASM198651v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_003018795.1_ASM301879v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002213645.1_ASM221364v1_genomic.fna.gz	1196189	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000497265.2_ASM49726v2_genomic.fna.gz	1001714	Mycobacteroides abscessus subsp. massiliense	Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae
GCF_000022265.1_ASM2226v1_genomic.fna.gz	316067	NA	Geobacter daltonii	Geobacter	Geobacteraceae
GCF_000011465.1_ASM1146v1_genomic.fna.gz	59919	Prochlorococcus marinus subsp. pastoris	Prochlorococcus marinus	Prochlorococcus	Prochloraceae
GCF_002309555.1_ASM230955v1_genomic.fna.gz	78327	NA	Pseudomonas mosselii	Pseudomonas	Pseudomonadaceae
GCF_002288105.1_ASM228810v1_genomic.fna.gz	1884905	NA	Candidatus Planktophila versatilis	Candidatus Planktophila	Candidatus Nanopelagicaceae
GCF_001989335.1_ASM198933v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000146505.1_ASM14650v1_genomic.fna.gz	59374	Fibrobacter succinogenes subsp. succinogenes	Fibrobacter succinogenes	Fibrobacter	Fibrobacteraceae
GCF_000348885.1_ASM34888v1_genomic.fna.gz	1248726	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_002369955.1_ASM236995v1_genomic.fna.gz	242600	NA	Ichthyobacterium seriolicida	Ichthyobacterium	Ichthyobacteriaceae
GCF_002189545.2_ASM218954v2_genomic.fna.gz	40324	NA	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae
GCF_002266465.2_ASM226646v2_genomic.fna.gz	1404367	NA	Bradyrhizobium sp. 3 85S1MB	Bradyrhizobium	Bradyrhizobiaceae
GCF_000743055.1_ASM74305v1_genomic.fna.gz	90371	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001048035.2_ERL103914_genomic.fna.gz	90370	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000959325.1_ASM95932v1_genomic.fna.gz	1468409	NA	Burkholderia sp. 2002721687	Burkholderia	Burkholderiaceae
GCF_002859265.1_ASM285926v1_genomic.fna.gz	747	NA	Pasteurella multocida	Pasteurella	Pasteurellaceae
GCF_000487575.2_ASM48757v2_genomic.fna.gz	984211	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001296985.1_ASM129698v1_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001420955.1_ASM142095v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001975665.1_ASM197566v1_genomic.fna.gz	996801	NA	Polaribacter reichenbachii	Polaribacter	Flavobacteriaceae
GCF_000814845.2_ASM81484v2_genomic.fna.gz	93222	NA	Pandoraea sputorum	Pandoraea	Burkholderiaceae
GCF_000568455.1_ASM56845v1_genomic.fna.gz	1458279	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001718635.1_ASM171863v1_genomic.fna.gz	57975	NA	Burkholderia thailandensis	Burkholderia	Burkholderiaceae
GCF_002893805.1_ASM289380v1_genomic.fna.gz	1423	NA	Bacillus subtilis	Bacillus	Bacillaceae
GCF_002796545.1_ASM279654v1_genomic.fna.gz	1896961	NA	Amycolatopsis sp. AA4	Amycolatopsis	Pseudonocardiaceae
GCF_000227605.2_ASM22760v2_genomic.fna.gz	935697	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_003031835.1_ASM303183v1_genomic.fna.gz	90371	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_900236535.1_Bru_genome4_genomic.fna.gz	29459	NA	Brucella melitensis	Brucella	Brucellaceae
GCF_001554055.1_ASM155405v1_genomic.fna.gz	2103	NA	Mycoplasma mycoides	Mycoplasma	Mycoplasmataceae
GCF_001078495.2_ASM107849v2_genomic.fna.gz	13690	NA	Sphingobium yanoikuyae	Sphingobium	Sphingomonadaceae
GCF_002073715.2_ASM207371v2_genomic.fna.gz	490	NA	Neisseria sicca	Neisseria	Neisseriaceae
GCF_900235865.1_CFBP2118_genomic.fna.gz	321	NA	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae
GCF_001697365.1_ASM169736v1_genomic.fna.gz	487	NA	Neisseria meningitidis	Neisseria	Neisseriaceae
GCF_002025105.1_ASM202510v1_genomic.fna.gz	1428	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_002763815.1_ASM276381v1_genomic.fna.gz	860	NA	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae
GCF_002009315.1_ASM200931v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001987235.1_ASM198723v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000166655.1_ASM16665v1_genomic.fna.gz	521008	NA	Borreliella burgdorferi	Borreliella	Borreliaceae
GCF_002005385.2_ASM200538v2_genomic.fna.gz	1590	NA	Lactobacillus plantarum	Lactobacillus	Lactobacillaceae
GCF_001553955.1_ASM155395v1_genomic.fna.gz	34062	NA	Moraxella osloensis	Moraxella	Moraxellaceae
GCF_002174215.1_ASM217421v1_genomic.fna.gz	1254	NA	Pediococcus acidilactici	Pediococcus	Lactobacillaceae
GCF_002764115.1_ASM276411v1_genomic.fna.gz	1867719	NA	Phyllobacterium zundukense	Phyllobacterium	Phyllobacteriaceae
GCF_000019425.1_ASM1942v1_genomic.fna.gz	316385	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001077795.1_ASM107779v1_genomic.fna.gz	1455062	NA	Riemerella anatipestifer	Riemerella	Flavobacteriaceae
GCF_000819665.1_ASM81966v1_genomic.fna.gz	1406	NA	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae
GCF_003008635.1_ASM300863v1_genomic.fna.gz	1513890	NA	Pseudomonas chlororaphis	Pseudomonas	Pseudomonadaceae
GCF_000671295.1_ASM67129v1_genomic.fna.gz	1248823	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001465855.1_ASM146585v1_genomic.fna.gz	145458	NA	Rathayibacter toxicus	Rathayibacter	Microbacteriaceae
GCF_000008885.1_ASM888v1_genomic.fna.gz	36870	NA	Wigglesworthia glossinidia	Wigglesworthia	Erwiniaceae
GCF_001518775.1_ASM151877v1_genomic.fna.gz	644	NA	Aeromonas hydrophila	Aeromonas	Aeromonadaceae
GCF_002838765.1_ASM283876v1_genomic.fna.gz	1561924	NA	Kangiella profundi	Kangiella	Kangiellaceae
